id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
35055,"H2A histone family, member J",35055,"H2AFJ","H2A histone family, member J",55766,"12","n/a","n/a","3.04e-26","3.013"
6247,"S100 calcium binding protein A9",6247,"S100A9","S100 calcium binding protein A9",6280,"1","n/a","n/a","8.91e-06","3.012"
4230,"O-6-methylguanine-DNA methyltransferase",4230,"MGMT","O-6-methylguanine-DNA methyltransferase",4255,"10","n/a","n/a","3.33e-14","3.010"
83406,"Rab interacting lysosomal protein-like 2",83406,"RILPL2","Rab interacting lysosomal protein-like 2",196383,"12","n/a","n/a","4.07e-16","3.000"
27975,"solute carrier organic anion transporter family, member 3A1",27975,"SLCO3A1","solute carrier organic anion transporter family, member 3A1",28232,"15","n/a","n/a","1.44e-20","3.000"
10256,"NDC80 kinetochore complex component homolog (S. cerevisiae)",10256,"NDC80","NDC80 kinetochore complex component homolog (S. cerevisiae)",10403,"18","n/a","n/a","2.95e-14","2.997"
34565,"phosphoglucomutase 2",34565,"PGM2","phosphoglucomutase 2",55276,"4","n/a","n/a","5.86e-21","2.994"
5293,"pleiomorphic adenoma gene-like 1",5293,"PLAGL1","pleiomorphic adenoma gene-like 1",5325,"6","n/a","n/a","1.37e-12","2.990"
9090,"Fas apoptotic inhibitory molecule 3",9090,"FAIM3","Fas apoptotic inhibitory molecule 3",9214,"1","n/a","n/a","4.65e-11","2.989"
3962,"LIM and senescent cell antigen-like domains 1",3962,"LIMS1","LIM and senescent cell antigen-like domains 1",3987,"2","n/a","n/a","2.13e-24","2.988"
564,"beta-2-microglobulin",564,"B2M","beta-2-microglobulin",567,"15","n/a","n/a","5.96e-15","2.983"
6324,"chemokine (C-C motif) ligand 15",6324,"CCL15","chemokine (C-C motif) ligand 15",6359,"17","n/a","n/a","2.31e-08","2.982"
40583,"G-protein signaling modulator 3",40583,"GPSM3","G-protein signaling modulator 3",63940,"6","n/a","n/a","1.31e-21","2.981"
78917,"FERM domain containing 6",78917,"FRMD6","FERM domain containing 6",122786,"14","n/a","n/a","1.73e-33","2.976"
6999,"transforming growth factor beta 1 induced transcript 1",6999,"TGFB1I1","transforming growth factor beta 1 induced transcript 1",7041,"16","n/a","n/a","8.54e-09","2.975"
34040,"filamin binding LIM protein 1",34040,"FBLIM1","filamin binding LIM protein 1",54751,"1","n/a","n/a","7.39e-19","2.962"
36184,"chromosome 15 open reading frame 39",36184,"C15orf39","chromosome 15 open reading frame 39",56905,"15","n/a","n/a","5.72e-20","2.956"
10263,"interferon induced transmembrane protein 3",10263,"IFITM3","interferon induced transmembrane protein 3",10410,"11","n/a","n/a","2.00e-09","2.955"
11145,"solute carrier organic anion transporter family, member 2B1",11145,"SLCO2B1","solute carrier organic anion transporter family, member 2B1",11309,"11","n/a","n/a","5.80e-14","2.954"
5319,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",5319,"PLOD1","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",5351,"1","n/a","n/a","6.08e-19","2.947"
5595,"protein S (alpha)",5595,"PROS1","protein S (alpha)",5627,"3","n/a","n/a","4.47e-18","2.944"
22578,"pleckstrin homology-like domain, family A, member 1",22578,"PHLDA1","pleckstrin homology-like domain, family A, member 1",22822,"12","n/a","n/a","4.31e-17","2.933"
4455,"macrophage scavenger receptor 1",4455,"MSR1","macrophage scavenger receptor 1",4481,"8","n/a","n/a","3.74e-10","2.927"
30678,"phospholipase C, epsilon 1",30678,"PLCE1","phospholipase C, epsilon 1",51196,"10","n/a","n/a","4.94e-22","2.926"
1280,"collagen, type V, alpha 1",1280,"COL5A1","collagen, type V, alpha 1",1289,"9","n/a","n/a","5.57e-09","2.925"
28751,"solute carrier family 43, member 3",28751,"SLC43A3","solute carrier family 43, member 3",29015,"11","n/a","n/a","4.39e-22","2.925"
55604,"SHC SH2-domain binding protein 1",55604,"SHCBP1","SHC SH2-domain binding protein 1",79801,"16","n/a","n/a","1.62e-16","2.924"
83447,"adenylate cyclase 4",83447,"ADCY4","adenylate cyclase 4",196883,"14","n/a","n/a","1.32e-15","2.921"
22971,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",22971,"TBC1D1","TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",23216,"4","n/a","n/a","2.21e-22","2.921"
77659,"autophagy related 4A, cysteine peptidase",77659,"ATG4A","autophagy related 4A, cysteine peptidase",115201,"X","n/a","n/a","2.01e-23","2.919"
3104,"major histocompatibility complex, class II, DR alpha",3104,"HLA-DRA","major histocompatibility complex, class II, DR alpha",3122,"6","n/a","n/a","8.41e-08","2.917"
151333,"uncharacterized LOC644135",151333,"LOC644135","uncharacterized LOC644135",644135,"6","n/a","n/a","6.23e-07","2.916"
34924,"DEP domain containing 1",34924,"DEPDC1","DEP domain containing 1",55635,"1","n/a","n/a","4.25e-16","2.910"
93915,"CD163 molecule-like 1",93915,"CD163L1","CD163 molecule-like 1",283316,"12","n/a","n/a","3.45e-15","2.907"
2152,"fatty acid binding protein 4, adipocyte",2152,"FABP4","fatty acid binding protein 4, adipocyte",2167,"8","n/a","n/a","3.99e-05","2.903"
3007,"histone cluster 1, H1a",3007,"HIST1H1A","histone cluster 1, H1a",3024,"6","n/a","n/a","7.75e-09","2.903"
8305,"histone cluster 1, H4j",8305,"HIST1H4J","histone cluster 1, H4j",8363,"6","n/a","n/a","5.84e-09","2.894"
23361,"CD2-associated protein",23361,"CD2AP","CD2-associated protein",23607,"6","n/a","n/a","3.85e-28","2.893"
9915,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",9915,"ABCC9","ATP-binding cassette, sub-family C (CFTR/MRP), member 9",10060,"12","n/a","n/a","2.19e-21","2.891"
9847,"polypyrimidine tract binding protein 3",9847,"PTBP3","polypyrimidine tract binding protein 3",9991,"9","n/a","n/a","3.47e-19","2.887"
10630,"IQ motif containing GTPase activating protein 2",10630,"IQGAP2","IQ motif containing GTPase activating protein 2",10788,"5","n/a","n/a","5.29e-14","2.884"
40848,"DnaJ (Hsp40) homolog, subfamily C, member 1",40848,"DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1",64215,"10","n/a","n/a","2.11e-19","2.869"
122956,"yippee-like 2 (Drosophila)",122956,"YPEL2","yippee-like 2 (Drosophila)",388403,"17","n/a","n/a","7.40e-25","2.868"
34098,"sterile alpha motif domain containing 9",34098,"SAMD9","sterile alpha motif domain containing 9",54809,"7","n/a","n/a","1.02e-12","2.865"
10758,"melanoma antigen family D, 2",10758,"MAGED2","melanoma antigen family D, 2",10916,"X","n/a","n/a","5.93e-15","2.862"
81471,"transmembrane and tetratricopeptide repeat containing 3",81471,"TMTC3","transmembrane and tetratricopeptide repeat containing 3",160418,"12","n/a","n/a","1.55e-18","2.861"
7330,"collagen, type XIV, alpha 1",7330,"COL14A1","collagen, type XIV, alpha 1",7373,"8","n/a","n/a","1.25e-08","2.859"
1000425,"ZMYM6 neighbor",1000425,"ZMYM6NB","ZMYM6 neighbor",100506144,"1","n/a","n/a","2.89e-24","2.858"
10736,"lymphatic vessel endothelial hyaluronan receptor 1",10736,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1",10894,"11","n/a","n/a","3.01e-05","2.856"
3099,"major histocompatibility complex, class II, DQ alpha 1",3099,"HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1",3117,"6","n/a","n/a","7.63e-06","2.853"
57301,"tetraspanin 14",57301,"TSPAN14","tetraspanin 14",81619,"10","n/a","n/a","3.64e-20","2.845"
30483,"solute carrier family 35, member B3",30483,"SLC35B3","solute carrier family 35, member B3",51000,"6","n/a","n/a","1.55e-20","2.844"
8401,"Kruppel-like factor 11",8401,"KLF11","Kruppel-like factor 11",8462,"2","n/a","n/a","6.57e-25","2.843"
8917,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",8917,"SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",9037,"5","n/a","n/a","2.12e-10","2.841"
3644,"interferon stimulated exonuclease gene 20kDa",3644,"ISG20","interferon stimulated exonuclease gene 20kDa",3669,"15","n/a","n/a","1.54e-13","2.841"
54910,"KDEL (Lys-Asp-Glu-Leu) containing 1",54910,"KDELC1","KDEL (Lys-Asp-Glu-Leu) containing 1",79070,"13","n/a","n/a","1.42e-21","2.837"
3116,"major histocompatibility complex, class I, F",3116,"HLA-F","major histocompatibility complex, class I, F",3134,"6","n/a","n/a","1.50e-23","2.837"
81895,"GTPase, IMAP family member 1",81895,"GIMAP1","GTPase, IMAP family member 1",170575,"7","n/a","n/a","1.87e-16","2.835"
4611,"myosin, light chain 6, alkali, smooth muscle and non-muscle",4611,"MYL6","myosin, light chain 6, alkali, smooth muscle and non-muscle",4637,"12","n/a","n/a","1.37e-17","2.835"
8748,"lin-7 homolog A (C. elegans)",8748,"LIN7A","lin-7 homolog A (C. elegans)",8825,"12","n/a","n/a","3.55e-12","2.834"
1067,"cathepsin C",1067,"CTSC","cathepsin C",1075,"11","n/a","n/a","1.44e-14","2.823"
85545,"transmembrane protein 26",85545,"TMEM26","transmembrane protein 26",219623,"10","n/a","n/a","2.64e-17","2.821"
9530,"KIAA0040",9530,"KIAA0040","KIAA0040",9674,"1","n/a","n/a","2.66e-19","2.821"
79976,"selenoprotein M",79976,"SELM","selenoprotein M",140606,"22","n/a","n/a","1.47e-12","2.813"
83438,"V-set and transmembrane domain containing 4",83438,"VSTM4","V-set and transmembrane domain containing 4",196740,"10","n/a","n/a","2.80e-14","2.810"
2865,"glutathione peroxidase 7",2865,"GPX7","glutathione peroxidase 7",2882,"1","n/a","n/a","1.69e-15","2.803"
3888,"laminin, beta 2 (laminin S)",3888,"LAMB2","laminin, beta 2 (laminin S)",3913,"3","n/a","n/a","6.04e-12","2.797"
5933,"RecQ protein-like (DNA helicase Q1-like)",5933,"RECQL","RecQ protein-like (DNA helicase Q1-like)",5965,"12","n/a","n/a","1.19e-16","2.788"
90289,"collagen, type XXIV, alpha 1",90289,"COL24A1","collagen, type XXIV, alpha 1",255631,"1","n/a","n/a","2.07e-12","2.784"
56155,"CD276 molecule",56155,"CD276","CD276 molecule",80381,"15","n/a","n/a","3.43e-13","2.783"
4306,"myeloid cell nuclear differentiation antigen",4306,"MNDA","myeloid cell nuclear differentiation antigen",4332,"1","n/a","n/a","2.48e-10","2.779"
2281,"forkhead box D1",2281,"FOXD1","forkhead box D1",2297,"5","n/a","n/a","4.21e-14","2.778"
9610,"StAR-related lipid transfer (START) domain containing 8",9610,"STARD8","StAR-related lipid transfer (START) domain containing 8",9754,"X","n/a","n/a","5.53e-22","2.778"
40987,"matrix metallopeptidase 25",40987,"MMP25","matrix metallopeptidase 25",64386,"16","n/a","n/a","2.12e-08","2.774"
78962,"N-terminal asparagine amidase",78962,"NTAN1","N-terminal asparagine amidase",123803,"16","n/a","n/a","9.38e-24","2.773"
119616,"agrin",119616,"AGRN","agrin",375790,"1","n/a","n/a","3.36e-10","2.770"
8751,"neuropilin 2",8751,"NRP2","neuropilin 2",8828,"2","n/a","n/a","4.23e-21","2.767"
5364,"paired related homeobox 1",5364,"PRRX1","paired related homeobox 1",5396,"1","n/a","n/a","2.13e-15","2.766"
1027,"cyclin-dependent kinase inhibitor 3",1027,"CDKN3","cyclin-dependent kinase inhibitor 3",1033,"14","n/a","n/a","1.45e-12","2.765"
123292,"vestigial like 3 (Drosophila)",123292,"VGLL3","vestigial like 3 (Drosophila)",389136,"3","n/a","n/a","2.33e-11","2.765"
79476,"discoidin, CUB and LCCL domain containing 2",79476,"DCBLD2","discoidin, CUB and LCCL domain containing 2",131566,"3","n/a","n/a","1.91e-14","2.759"
60873,"tumor protein p53 inducible nuclear protein 1",60873,"TP53INP1","tumor protein p53 inducible nuclear protein 1",94241,"8","n/a","n/a","1.36e-18","2.758"
299,"annexin A2",299,"ANXA2","annexin A2",302,"15","n/a","n/a","4.49e-09","2.758"
9742,"Rho-related BTB domain containing 1",9742,"RHOBTB1","Rho-related BTB domain containing 1",9886,"10","n/a","n/a","1.90e-36","2.757"
94868,"ATPase, class VI, type 11C",94868,"ATP11C","ATPase, class VI, type 11C",286410,"X","n/a","n/a","1.75e-16","2.756"
2264,"FK506 binding protein 1A, 12kDa",2264,"FKBP1A","FK506 binding protein 1A, 12kDa",2280,"20","n/a","n/a","3.32e-12","2.756"
2227,"feline sarcoma oncogene",2227,"FES","feline sarcoma oncogene",2242,"15","n/a","n/a","6.53e-15","2.756"
2202,"Fc fragment of IgG, receptor, transporter, alpha",2202,"FCGRT","Fc fragment of IgG, receptor, transporter, alpha",2217,"19","n/a","n/a","2.13e-14","2.754"
36326,"phospholipid scramblase 3",36326,"PLSCR3","phospholipid scramblase 3",57048,"17","n/a","n/a","2.36e-10","2.754"
30707,"ABI family, member 3",30707,"ABI3","ABI family, member 3",51225,"17","n/a","n/a","2.91e-19","2.754"
37302,"phosphatidylcholine transfer protein",37302,"PCTP","phosphatidylcholine transfer protein",58488,"17","n/a","n/a","5.70e-22","2.752"
169303,"anaphase-promoting complex subunit 1-like",169303,"LOC730268","anaphase-promoting complex subunit 1-like",730268,"2","n/a","n/a","3.80e-10","2.750"
1827,"heparin-binding EGF-like growth factor",1827,"HBEGF","heparin-binding EGF-like growth factor",1839,"5","n/a","n/a","3.66e-13","2.750"
5022,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",5022,"SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",5054,"7","n/a","n/a","1.01e-06","2.748"
83798,"surfactant associated 1, pseudogene",83798,"SFTA1P","surfactant associated 1, pseudogene",207107,"10","n/a","n/a","7.67e-08","2.746"
36383,"cysteinyl leukotriene receptor 2",36383,"CYSLTR2","cysteinyl leukotriene receptor 2",57105,"13","n/a","n/a","2.31e-11","2.745"
30784,"FK506 binding protein 11, 19 kDa",30784,"FKBP11","FK506 binding protein 11, 19 kDa",51303,"12","n/a","n/a","4.78e-10","2.744"
157120999,"uncharacterized LOC100505500",157120999,"LOC100505500","uncharacterized LOC100505500",100505500,"7","n/a","n/a","1.38e-12","2.742"
1835,"dual specificity phosphatase 5",1835,"DUSP5","dual specificity phosphatase 5",1847,"10","n/a","n/a","7.94e-16","2.740"
80470,"uncharacterized LOC145820",80470,"LOC145820","uncharacterized LOC145820",145820,"15","n/a","n/a","6.51e-12","2.738"
5212,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5212,"ABCB4","ATP-binding cassette, sub-family B (MDR/TAP), member 4",5244,"7","n/a","n/a","1.57e-10","2.737"
8796,"vanin 2",8796,"VNN2","vanin 2",8875,"6","n/a","n/a","4.71e-10","2.737"
60216,"solute carrier family 38, member 5",60216,"SLC38A5","solute carrier family 38, member 5",92745,"X","n/a","n/a","1.81e-05","2.734"
5876,"RAP1B, member of RAS oncogene family",5876,"RAP1B","RAP1B, member of RAS oncogene family",5908,"12","n/a","n/a","6.59e-21","2.732"
10437,"collectin sub-family member 10 (C-type lectin)",10437,"COLEC10","collectin sub-family member 10 (C-type lectin)",10584,"8","n/a","n/a","2.23e-08","2.732"
5903,"RNA binding motif (RNP1, RRM) protein 3",5903,"RBM3","RNA binding motif (RNP1, RRM) protein 3",5935,"X","n/a","n/a","1.67e-18","2.730"
287,"alanyl (membrane) aminopeptidase",287,"ANPEP","alanyl (membrane) aminopeptidase",290,"15","n/a","n/a","2.84e-12","2.729"
4617,"myosin IE",4617,"MYO1E","myosin IE",4643,"15","n/a","n/a","1.10e-15","2.725"
8749,"IQ motif containing GTPase activating protein 1",8749,"IQGAP1","IQ motif containing GTPase activating protein 1",8826,"15","n/a","n/a","5.58e-20","2.725"
36733,"protein phosphatase, Mg2+/Mn2+ dependent, 1H",36733,"PPM1H","protein phosphatase, Mg2+/Mn2+ dependent, 1H",57460,"12","n/a","n/a","4.85e-14","2.716"
29515,"parvin, beta",29515,"PARVB","parvin, beta",29780,"22","n/a","n/a","2.00e-15","2.712"
1831,"dual specificity phosphatase 1",1831,"DUSP1","dual specificity phosphatase 1",1843,"5","n/a","n/a","5.43e-13","2.707"
1718,"diaphanous homolog 2 (Drosophila)",1718,"DIAPH2","diaphanous homolog 2 (Drosophila)",1730,"X","n/a","n/a","7.60e-15","2.706"
78971,"CKLF-like MARVEL transmembrane domain containing 3",78971,"CMTM3","CKLF-like MARVEL transmembrane domain containing 3",123920,"16","n/a","n/a","4.59e-21","2.705"
1381,"cAMP responsive element modulator",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a","5.09e-22","2.703"
34158,"EPS8-like 1",34158,"EPS8L1","EPS8-like 1",54869,"19","n/a","n/a","3.07e-12","2.701"
2667,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",2667,"B4GALT1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",2683,"9","n/a","n/a","2.55e-17","2.701"
6632,"SP100 nuclear antigen",6632,"SP100","SP100 nuclear antigen",6672,"2","n/a","n/a","4.29e-19","2.700"
34602,"calcineurin-like phosphoesterase domain containing 1",34602,"CPPED1","calcineurin-like phosphoesterase domain containing 1",55313,"16","n/a","n/a","1.15e-35","2.699"
36458,"ankyrin repeat domain 50",36458,"ANKRD50","ankyrin repeat domain 50",57182,"4","n/a","n/a","3.34e-16","2.698"
1055,"centromere protein E, 312kDa",1055,"CENPE","centromere protein E, 312kDa",1062,"4","n/a","n/a","3.69e-10","2.693"
4251,"MHC class I polypeptide-related sequence A",4251,"MICA","MHC class I polypeptide-related sequence A",100507436,"6","n/a","n/a","7.88e-10","2.687"
1888,"sphingosine-1-phosphate receptor 1",1888,"S1PR1","sphingosine-1-phosphate receptor 1",1901,"1","n/a","n/a","1.41e-13","2.686"
6522,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",6522,"SLC12A2","solute carrier family 12 (sodium/potassium/chloride transporters), member 2",6558,"5","n/a","n/a","2.53e-13","2.686"
59887,"exocyst complex component 3-like 2",59887,"EXOC3L2","exocyst complex component 3-like 2",90332,"19","n/a","n/a","2.53e-13","2.686"
81206,"angiomotin like 1",81206,"AMOTL1","angiomotin like 1",154810,"11","n/a","n/a","4.21e-22","2.684"
9967,"kinesin family member 20A",9967,"KIF20A","kinesin family member 20A",10112,"5","n/a","n/a","4.03e-16","2.683"
2252,"fibrinogen-like 1",2252,"FGL1","fibrinogen-like 1",2267,"8","n/a","n/a","1.61e-07","2.675"
11018,"leucine zipper, putative tumor suppressor 1",11018,"LZTS1","leucine zipper, putative tumor suppressor 1",11178,"8","n/a","n/a","8.95e-17","2.675"
909,"CD2 molecule",909,"CD2","CD2 molecule",914,"1","n/a","n/a","6.87e-06","2.675"
7028,"Kruppel-like factor 10",7028,"KLF10","Kruppel-like factor 10",7071,"8","n/a","n/a","1.16e-21","2.674"
2776,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",2776,"GNGT2","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",2793,"17","n/a","n/a","9.71e-11","2.669"
2099,"v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",2099,"ETS2","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",2114,"21","n/a","n/a","6.46e-19","2.668"
864,"Cbl proto-oncogene, E3 ubiquitin protein ligase B",864,"CBLB","Cbl proto-oncogene, E3 ubiquitin protein ligase B",868,"3","n/a","n/a","1.07e-15","2.668"
2829,"lysophosphatidic acid receptor 4",2829,"LPAR4","lysophosphatidic acid receptor 4",2846,"X","n/a","n/a","2.33e-11","2.667"
77683,"FCH domain only 2",77683,"FCHO2","FCH domain only 2",115548,"5","n/a","n/a","3.73e-24","2.665"
4481,"methylthioadenosine phosphorylase",4481,"MTAP","methylthioadenosine phosphorylase",4507,"9","n/a","n/a","1.98e-25","2.665"
4750,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",4750,"NFATC4","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",4776,"14","n/a","n/a","2.65e-20","2.664"
8892,"coagulation factor II (thrombin) receptor-like 3",8892,"F2RL3","coagulation factor II (thrombin) receptor-like 3",9002,"19","n/a","n/a","2.72e-11","2.664"
